"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","GS","BA","OBPct","SlgPct","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","RBI2out","teamid","conference_id","player_id","player_url"
"16","2016","Cornell","Ivy League",1,"9","Tutun, Griffin","So","INF",13,7,0.261,0.346,0.261,1,23,6,NA,NA,NA,NA,1,3,NA,NA,1,4,NA,NA,NA,1,NA,167,865,"1652393","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652393"
"17","2016","Cornell","Ivy League",1,"7","Soltis, Scott","Jr","P",13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1546994","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546994"
"18","2016","Cornell","Ivy League",1,"3","Smith, Jamie","Jr","OF",12,5,0.062,0.211,0.25,2,16,1,NA,NA,NA,1,1,2,1,NA,NA,7,1,NA,NA,NA,NA,167,865,"1546996","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546996"
"19","2016","Cornell","Ivy League",1,"28","Byrne, Michael","Sr","P",12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1439152","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1439152"
"20","2016","Cornell","Ivy League",1,"20","Balestrieri, Paul","Jr","P",11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1546998","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546998"
"21","2016","Cornell","Ivy League",1,"13","Saks, Adam","Fr","P",11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1779079","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1779079"
"22","2016","Cornell","Ivy League",1,"12","Veenema, Ryne","Jr","P",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1546997","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1546997"
"23","2016","Cornell","Ivy League",1,"39","Lannoo, Peter","Jr","P",10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1652420","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652420"
"24","2016","Cornell","Ivy League",1,"16","Arnold, Austin","Fr","P",8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1779080","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1779080"
"25","2016","Cornell","Ivy League",1,"11","Wahl, Austin","Jr","P",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1783016","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1783016"
"26","2016","Cornell","Ivy League",1,"35","Baur, Trey","So","INF",6,1,0.143,0.25,0.286,1,7,1,1,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,167,865,"1652419","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652419"
"27","2016","Cornell","Ivy League",1,"40","Le Dorze, Pierre","So","OF",5,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,167,865,"1652421","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1652421"
"28","2016","Cornell","Ivy League",1,"22","Pannullo, Rob","Jr","P",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1779082","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1779082"
"29","2016","Cornell","Ivy League",1,"4","Rainville, Marlon","Sr","OF",4,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,167,865,"1779077","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1779077"
"30","2016","Cornell","Ivy League",1,"31","McGee, Collin","Sr","P",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1439154","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1439154"
"31","2016","Cornell","Ivy League",1,"21","Blackstone, Mitch","Fr","C",3,2,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,167,865,"1779088","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12360&stats_player_seq=1779088"
"32","2016","Cornell","Ivy League",1,"-","Totals","-","-",NA,NA,0.24,0.325,0.355,151,NA,282,51,8,NA,23,136,117,35,8,19,229,28,13,NA,29,NA,167,865,NA,NA
"33","2016","Cornell","Ivy League",1,"-","Opponent Totals","-","-",NA,NA,0.296,0.393,0.425,233,NA,364,81,16,NA,15,213,157,47,14,14,226,27,19,NA,21,NA,167,865,NA,NA
