"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","GS","BA","OBPct","SlgPct","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","RBI2out","teamid","conference_id","player_id","player_url"
"14","2020","Cornell","Ivy League",1,"45","Kaplan, Sam","Fr","OF",4,3,0,0.154,0,1,11,NA,0,0,0,0,NA,2,NA,NA,NA,8,NA,NA,NA,NA,NA,167,865,"2347219","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347219"
"15","2020","Cornell","Ivy League",1,"23","Rodriguez, Diobel","Sr","C",3,2,0.286,0.444,0.286,NA,7,2,0,0,2,0,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,167,865,"2111747","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111747"
"16","2020","Cornell","Ivy League",1,"32","Zacharias, Jon","So","P",3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"2111755","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111755"
"17","2020","Cornell","Ivy League",1,"26","Davis, Trevor Daniel","Jr","P",3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1997345","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997345"
"18","2020","Cornell","Ivy League",1,"20","Urbon, Seth","Sr","P",3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1997324","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997324"
"19","2020","Cornell","Ivy League",1,"31","Wyatt, Colby","Sr","P",3,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1884389","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884389"
"20","2020","Cornell","Ivy League",1,"28","Edwards, Spencer","Fr","P",3,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"2347211","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347211"
"21","2020","Cornell","Ivy League",1,"34","Natoli, John","Sr","P",3,3,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1884378","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884378"
"22","2020","Cornell","Ivy League",1,"12","Yacinich, Luke","So","P",3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"2111724","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111724"
"23","2020","Cornell","Ivy League",1,"33","Cushing, Kevin","So","P",3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"2111716","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111716"
"24","2020","Cornell","Ivy League",1,"40","Ellison, Andrew","Sr","P",3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"1997332","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997332"
"25","2020","Cornell","Ivy League",1,"7","Charles, Anthony","Sr","OF",2,2,0,0,0,NA,5,NA,0,0,0,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,167,865,"2111763","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111763"
"26","2020","Cornell","Ivy League",1,"-","Totals","-","-",NA,NA,0.184,0.26,0.236,23,288,53,6,0,68,3,22,28,3,4,1,111,5,2,NA,2,NA,167,865,NA,NA
"27","2020","Cornell","Ivy League",1,"-","Opponent Totals","-","-",NA,NA,0.27,0.39,0.43,60,293,79,14,3,126,9,46,50,11,5,3,79,5,5,NA,10,NA,167,865,NA,NA
