"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","teamid","conference_id","player_id","player_url"
"12","2020","Cornell","Ivy League",1,"1","Lillios, Nikolas","So","P",5,5,NA,1.69,5.1,7,1,1,1,3,NA,23,21,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,76,6,6,NA,NA,NA,1,167,865,"2111707","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111707"
"13","2020","Cornell","Ivy League",1,"8","Alonso, Franco","Fr","INF",4,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"2347220","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347220"
"14","2020","Cornell","Ivy League",1,"45","Kaplan, Sam","Fr","OF",4,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"2347219","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347219"
"15","2020","Cornell","Ivy League",1,"23","Rodriguez, Diobel","Sr","C",3,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"2111747","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111747"
"16","2020","Cornell","Ivy League",1,"32","Zacharias, Jon","So","P",3,3,NA,6.75,6.2,8,9,5,5,4,NA,36,29,2,NA,NA,1,1,1,NA,4,2,NA,1,66,5,11,NA,NA,NA,NA,167,865,"2111755","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111755"
"17","2020","Cornell","Ivy League",1,"26","Davis, Trevor Daniel","Jr","P",3,3,NA,1.93,4.2,2,2,1,4,8,NA,24,17,NA,NA,NA,NA,4,3,NA,5,2,NA,NA,48,3,3,NA,NA,NA,3,167,865,"1997345","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997345"
"18","2020","Cornell","Ivy League",1,"20","Urbon, Seth","Sr","P",3,3,NA,6.43,7,9,6,5,5,7,NA,35,29,2,NA,NA,2,NA,NA,NA,2,2,NA,1,119,6,8,NA,2,1,1,167,865,"1997324","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997324"
"19","2020","Cornell","Ivy League",1,"31","Wyatt, Colby","Sr","P",3,3,3,5.65,14.1,18,17,9,6,14,NA,70,61,3,1,NA,3,NA,2,NA,NA,NA,NA,1,172,11,16,NA,3,NA,3,167,865,"1884389","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884389"
"20","2020","Cornell","Ivy League",1,"28","Edwards, Spencer","Fr","P",3,3,3,9,10,9,13,10,11,13,NA,52,35,2,1,NA,1,3,3,NA,NA,NA,1,2,153,4,11,NA,3,NA,3,167,865,"2347211","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2347211"
"21","2020","Cornell","Ivy League",1,"34","Natoli, John","Sr","P",3,3,3,0.82,11,10,1,1,3,13,NA,44,40,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,79,7,10,1,NA,NA,4,167,865,"1884378","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1884378"
"22","2020","Cornell","Ivy League",1,"12","Yacinich, Luke","So","P",3,3,NA,4.7,7.2,7,5,4,11,7,NA,41,29,1,NA,NA,1,2,NA,NA,4,3,1,NA,104,6,9,NA,NA,NA,5,167,865,"2111724","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111724"
"23","2020","Cornell","Ivy League",1,"33","Cushing, Kevin","So","P",3,3,NA,7.94,5.2,7,6,5,3,8,NA,26,23,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,69,3,5,NA,NA,NA,3,167,865,"2111716","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111716"
"24","2020","Cornell","Ivy League",1,"40","Ellison, Andrew","Sr","P",3,3,NA,0,2.2,2,NA,NA,1,2,NA,11,9,1,NA,NA,NA,NA,1,NA,2,1,NA,NA,33,2,3,NA,NA,NA,1,167,865,"1997332","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=1997332"
"25","2020","Cornell","Ivy League",1,"7","Charles, Anthony","Sr","OF",2,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,865,"2111763","http://stats.ncaa.org/player/index?game_sport_year_ctl_id=15204&org_id=167&stats_player_seq=2111763"
"26","2020","Cornell","Ivy League",1,"-","Totals","-","-",NA,NA,NA,4.92,75,79,60,41,50,79,NA,362,293,14,3,NA,9,13,11,NA,NA,NA,3,5,NA,53,82,NA,NA,NA,24,167,865,NA,NA
"27","2020","Cornell","Ivy League",1,"-","Opponent Totals","-","-",NA,NA,NA,1.78,81,53,23,16,28,111,2,324,288,6,NA,1,3,5,3,NA,NA,NA,1,4,NA,53,71,NA,NA,NA,31,167,865,NA,NA
